observation_id,battle_id,captured_at,track,game_version,context,result_scope,cohort,participant_scope,troop_name,tier,display_name,canonical_troop_id,identity_status,canonical_default_group,canonical_role,visibility,source_image_sha256,note,survivors,kills,upgrade_ready,deaths,wounded,routed,deployed
rot_2026_09_13_232041_egon_hesh_victory_siege__party_01__row_003,rot_2026_09_13_232041_egon_hesh_victory_siege,2026-09-13T23:20:41-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Dothraki Khal's Guard,6,Dothraki Khal's Guard [T6],,unresolved_provisional_label,,,full,16949da855a6f8e67c514a7b37c3ad501ca0d3e777270e6b6b1aff0b8c80c961,,19,27,0,0,1,0,20
rot_2026_09_13_232041_egon_hesh_victory_siege__party_01__row_004,rot_2026_09_13_232041_egon_hesh_victory_siege,2026-09-13T23:20:41-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Qartheen Enthroned Guardian,6,Qartheen Enthroned Guardian [T6],enthroned_guardian,confirmed_id,Ranged,ranged,full,16949da855a6f8e67c514a7b37c3ad501ca0d3e777270e6b6b1aff0b8c80c961,,8,12,0,0,1,0,9
rot_2026_09_13_232041_egon_hesh_victory_siege__party_01__row_005,rot_2026_09_13_232041_egon_hesh_victory_siege,2026-09-13T23:20:41-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Dothraki Bowlord,5,Dothraki Bowlord [T5],,unresolved_provisional_label,,,full,16949da855a6f8e67c514a7b37c3ad501ca0d3e777270e6b6b1aff0b8c80c961,,11,12,0,1,0,0,12
rot_2026_09_13_232041_egon_hesh_victory_siege__party_01__row_006,rot_2026_09_13_232041_egon_hesh_victory_siege,2026-09-13T23:20:41-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Qarthene Veteran Archer,4,Qarthene Veteran Archer [T4],qartheen_elite_archer,confirmed_id,Ranged,ranged,full,16949da855a6f8e67c514a7b37c3ad501ca0d3e777270e6b6b1aff0b8c80c961,,8,6,2,0,0,0,8
rot_2026_09_13_232041_egon_hesh_victory_siege__party_01__row_007,rot_2026_09_13_232041_egon_hesh_victory_siege,2026-09-13T23:20:41-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Dothraki Archer,4,Dothraki Archer [T4],,unresolved_provisional_label,,,full,16949da855a6f8e67c514a7b37c3ad501ca0d3e777270e6b6b1aff0b8c80c961,,13,5,2,0,1,0,14
rot_2026_09_13_232041_egon_hesh_victory_siege__party_01__row_009,rot_2026_09_13_232041_egon_hesh_victory_siege,2026-09-13T23:20:41-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Qartheen Elite Hoplite,5,Qartheen Elite Hoplite [T5],qartheen_elite_hoplite,confirmed_id,Infantry,frontline_infantry,full,16949da855a6f8e67c514a7b37c3ad501ca0d3e777270e6b6b1aff0b8c80c961,,14,4,0,0,1,0,15
rot_2026_09_13_233111_egon_qarth_retreat_keep__party_01__row_001,rot_2026_09_13_233111_egon_qarth_retreat_keep,2026-09-13T23:31:11-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Qartheen Enthroned Guardian,6,Qartheen Enthroned Guardian [T6],enthroned_guardian,confirmed_id,Ranged,ranged,full,11b72abf02d749b43933142aa92c009d028a5b7da416b749acc4c60df3972d2f,,32,129,0,0,0,0,32
rot_2026_09_13_233111_egon_qarth_retreat_keep__party_01__row_002,rot_2026_09_13_233111_egon_qarth_retreat_keep,2026-09-13T23:31:11-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Qartheen Longbowman,5,Qartheen Longbowman [T5],qartheen_longbowman,confirmed_id,Ranged,ranged,full,11b72abf02d749b43933142aa92c009d028a5b7da416b749acc4c60df3972d2f,,87,117,0,0,0,0,87
rot_2026_09_13_233111_egon_qarth_retreat_keep__party_01__row_003,rot_2026_09_13_233111_egon_qarth_retreat_keep,2026-09-13T23:31:11-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Unsullied,6,Unsullied [T6],unsullied,confirmed_id,Infantry,frontline_infantry,full,11b72abf02d749b43933142aa92c009d028a5b7da416b749acc4c60df3972d2f,,85,51,0,1,2,0,88
rot_2026_09_13_233111_egon_qarth_retreat_keep__party_01__row_004,rot_2026_09_13_233111_egon_qarth_retreat_keep,2026-09-13T23:31:11-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Dothraki Khal's Guard,6,Dothraki Khal's Guard [T6],,unresolved_provisional_label,,,full,11b72abf02d749b43933142aa92c009d028a5b7da416b749acc4c60df3972d2f,,23,45,0,0,0,0,23
rot_2026_09_13_233111_egon_qarth_retreat_keep__party_01__row_005,rot_2026_09_13_233111_egon_qarth_retreat_keep,2026-09-13T23:31:11-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Qartheen Archer,3,Qartheen Archer [T3],qartheen_archer,confirmed_id,Ranged,ranged,full,11b72abf02d749b43933142aa92c009d028a5b7da416b749acc4c60df3972d2f,,12,18,5,0,0,0,12
rot_2026_09_13_233111_egon_qarth_retreat_keep__party_01__row_006,rot_2026_09_13_233111_egon_qarth_retreat_keep,2026-09-13T23:31:11-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Dothraki Barbarian,5,Dothraki Barbarian [T5],,unresolved_provisional_label,,,full,11b72abf02d749b43933142aa92c009d028a5b7da416b749acc4c60df3972d2f,,15,15,0,0,0,0,15
rot_2026_09_13_233111_egon_qarth_retreat_keep__party_01__row_008,rot_2026_09_13_233111_egon_qarth_retreat_keep,2026-09-13T23:31:11-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Qarthene Veteran Archer,4,Qarthene Veteran Archer [T4],qartheen_elite_archer,confirmed_id,Ranged,ranged,full,11b72abf02d749b43933142aa92c009d028a5b7da416b749acc4c60df3972d2f,,6,3,1,0,0,0,6
rot_2026_09_13_233111_egon_qarth_retreat_keep__party_01__row_009,rot_2026_09_13_233111_egon_qarth_retreat_keep,2026-09-13T23:31:11-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Dothraki Savage,4,Dothraki Savage [T4],,unresolved_provisional_label,,,full,11b72abf02d749b43933142aa92c009d028a5b7da416b749acc4c60df3972d2f,,10,3,2,0,0,0,10
rot_2026_09_13_233111_egon_qarth_retreat_keep__party_01__row_012,rot_2026_09_13_233111_egon_qarth_retreat_keep,2026-09-13T23:31:11-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Ghiscari Lockstep Legionnaire,6,Ghiscari Lockstep Legionnaire [T6],ghiscari_unsullied_unbroken,confirmed_id,Infantry,frontline_infantry,full,11b72abf02d749b43933142aa92c009d028a5b7da416b749acc4c60df3972d2f,,2,1,0,0,0,0,2
rot_2026_09_13_234219_egon_black_rat_victory_field__party_01__row_001,rot_2026_09_13_234219_egon_black_rat_victory_field,2026-09-13T23:42:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qartheen Longbowman,5,Qartheen Longbowman [T5],qartheen_longbowman,confirmed_id,Ranged,ranged,full,c28472ee69451208c9e83ce49ba73eb8282d5646b1a2adddb7c64879c9d9b587,,88,216,0,0,0,0,88
rot_2026_09_13_234219_egon_black_rat_victory_field__party_01__row_002,rot_2026_09_13_234219_egon_black_rat_victory_field,2026-09-13T23:42:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Unsullied,6,Unsullied [T6],unsullied,confirmed_id,Infantry,frontline_infantry,full,c28472ee69451208c9e83ce49ba73eb8282d5646b1a2adddb7c64879c9d9b587,,69,122,0,3,15,0,87
rot_2026_09_13_234219_egon_black_rat_victory_field__party_01__row_003,rot_2026_09_13_234219_egon_black_rat_victory_field,2026-09-13T23:42:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qartheen Enthroned Guardian,6,Qartheen Enthroned Guardian [T6],enthroned_guardian,confirmed_id,Ranged,ranged,full,c28472ee69451208c9e83ce49ba73eb8282d5646b1a2adddb7c64879c9d9b587,,32,97,0,0,0,0,32
rot_2026_09_13_234219_egon_black_rat_victory_field__party_01__row_004,rot_2026_09_13_234219_egon_black_rat_victory_field,2026-09-13T23:42:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Dothraki Barbarian,5,Dothraki Barbarian [T5],,unresolved_provisional_label,,,full,c28472ee69451208c9e83ce49ba73eb8282d5646b1a2adddb7c64879c9d9b587,,15,39,0,0,2,0,17
rot_2026_09_13_234219_egon_black_rat_victory_field__party_01__row_005,rot_2026_09_13_234219_egon_black_rat_victory_field,2026-09-13T23:42:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Dothraki Khal's Guard,6,Dothraki Khal's Guard [T6],,unresolved_provisional_label,,,full,c28472ee69451208c9e83ce49ba73eb8282d5646b1a2adddb7c64879c9d9b587,,16,14,0,0,7,0,23
rot_2026_09_13_234219_egon_black_rat_victory_field__party_01__row_006,rot_2026_09_13_234219_egon_black_rat_victory_field,2026-09-13T23:42:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Dothraki Savage,4,Dothraki Savage [T4],,unresolved_provisional_label,,,full,c28472ee69451208c9e83ce49ba73eb8282d5646b1a2adddb7c64879c9d9b587,,4,11,2,1,3,0,8
rot_2026_09_13_234219_egon_black_rat_victory_field__party_01__row_008,rot_2026_09_13_234219_egon_black_rat_victory_field,2026-09-13T23:42:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qartheen Hoplite,4,Qartheen Hoplite [T4],qartheen_hoplite,confirmed_id,Infantry,frontline_infantry,full,c28472ee69451208c9e83ce49ba73eb8282d5646b1a2adddb7c64879c9d9b587,,8,5,1,2,2,0,12
rot_2026_09_13_234219_egon_black_rat_victory_field__party_01__row_009,rot_2026_09_13_234219_egon_black_rat_victory_field,2026-09-13T23:42:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Ghiscari Lockstep Legionnaire,6,Ghiscari Lockstep Legionnaire [T6],ghiscari_unsullied_unbroken,confirmed_id,Infantry,frontline_infantry,full,c28472ee69451208c9e83ce49ba73eb8282d5646b1a2adddb7c64879c9d9b587,,0,4,0,0,2,0,2
rot_2026_09_13_234219_egon_black_rat_victory_field__party_01__row_010,rot_2026_09_13_234219_egon_black_rat_victory_field,2026-09-13T23:42:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qartheen Pureborn Champion,5,Qartheen Pureborn Champion [T5],qartheen_champion,confirmed_id,Ranged,ranged,full,c28472ee69451208c9e83ce49ba73eb8282d5646b1a2adddb7c64879c9d9b587,,2,2,1,0,0,0,2
rot_2026_09_13_234219_egon_black_rat_victory_field__party_01__row_011,rot_2026_09_13_234219_egon_black_rat_victory_field,2026-09-13T23:42:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qarthene Veteran Archer,4,Qarthene Veteran Archer [T4],qartheen_elite_archer,confirmed_id,Ranged,ranged,full,c28472ee69451208c9e83ce49ba73eb8282d5646b1a2adddb7c64879c9d9b587,,9,2,1,0,1,0,10
rot_2026_09_13_234219_egon_black_rat_victory_field__party_01__row_013,rot_2026_09_13_234219_egon_black_rat_victory_field,2026-09-13T23:42:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qartheen Pureborn Fighter,3,Qartheen Pureborn Fighter [T3],qartheen_pureborn,confirmed_id,Infantry,frontline_infantry,full,c28472ee69451208c9e83ce49ba73eb8282d5646b1a2adddb7c64879c9d9b587,,1,1,1,0,1,0,2
rot_2026_09_13_234219_egon_black_rat_victory_field__party_01__row_014,rot_2026_09_13_234219_egon_black_rat_victory_field,2026-09-13T23:42:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qartheen Pureborn Warrior,4,Qartheen Pureborn Warrior [T4],qartheen_pureborn_warrior,confirmed_id,Infantry,frontline_infantry,full,c28472ee69451208c9e83ce49ba73eb8282d5646b1a2adddb7c64879c9d9b587,,2,1,1,0,0,0,2
rot_2026_09_13_234719_egon_grey_worm_victory_field__party_01__row_001,rot_2026_09_13_234719_egon_grey_worm_victory_field,2026-09-13T23:47:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qartheen Longbowman,5,Qartheen Longbowman [T5],qartheen_longbowman,confirmed_id,Ranged,ranged,full,ac5c8411208dd78c4d40e42c11070197f331a810b38870d7ce0a9d9d586b0614,,101,63,0,1,0,0,102
rot_2026_09_13_234719_egon_grey_worm_victory_field__party_01__row_002,rot_2026_09_13_234719_egon_grey_worm_victory_field,2026-09-13T23:47:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Unsullied,6,Unsullied [T6],unsullied,confirmed_id,Infantry,frontline_infantry,full,ac5c8411208dd78c4d40e42c11070197f331a810b38870d7ce0a9d9d586b0614,,67,50,0,0,2,0,69
rot_2026_09_13_234719_egon_grey_worm_victory_field__party_01__row_003,rot_2026_09_13_234719_egon_grey_worm_victory_field,2026-09-13T23:47:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qartheen Enthroned Guardian,6,Qartheen Enthroned Guardian [T6],enthroned_guardian,confirmed_id,Ranged,ranged,full,ac5c8411208dd78c4d40e42c11070197f331a810b38870d7ce0a9d9d586b0614,,35,35,0,0,1,0,36
rot_2026_09_13_234719_egon_grey_worm_victory_field__party_01__row_004,rot_2026_09_13_234719_egon_grey_worm_victory_field,2026-09-13T23:47:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Dothraki Barbarian,5,Dothraki Barbarian [T5],,unresolved_provisional_label,,,full,ac5c8411208dd78c4d40e42c11070197f331a810b38870d7ce0a9d9d586b0614,,14,33,0,0,5,0,19
rot_2026_09_13_234719_egon_grey_worm_victory_field__party_01__row_005,rot_2026_09_13_234719_egon_grey_worm_victory_field,2026-09-13T23:47:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Dothraki Khal's Guard,6,Dothraki Khal's Guard [T6],,unresolved_provisional_label,,,full,ac5c8411208dd78c4d40e42c11070197f331a810b38870d7ce0a9d9d586b0614,,27,18,0,2,1,0,30
rot_2026_09_13_234719_egon_grey_worm_victory_field__party_01__row_006,rot_2026_09_13_234719_egon_grey_worm_victory_field,2026-09-13T23:47:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qartheen Pureborn Champion,5,Qartheen Pureborn Champion [T5],qartheen_champion,confirmed_id,Ranged,ranged,full,ac5c8411208dd78c4d40e42c11070197f331a810b38870d7ce0a9d9d586b0614,,2,5,2,0,0,0,2
rot_2026_09_13_234719_egon_grey_worm_victory_field__party_01__row_008,rot_2026_09_13_234719_egon_grey_worm_victory_field,2026-09-13T23:47:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qartheen Elite Hoplite,5,Qartheen Elite Hoplite [T5],qartheen_elite_hoplite,confirmed_id,Infantry,frontline_infantry,full,ac5c8411208dd78c4d40e42c11070197f331a810b38870d7ce0a9d9d586b0614,,10,4,0,0,0,0,10
rot_2026_09_13_234719_egon_grey_worm_victory_field__party_01__row_010,rot_2026_09_13_234719_egon_grey_worm_victory_field,2026-09-13T23:47:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qartheen Bowman,2,Qartheen Bowman [T2],qartheen_bowman,confirmed_id,Ranged,ranged,full,ac5c8411208dd78c4d40e42c11070197f331a810b38870d7ce0a9d9d586b0614,,0,1,0,1,1,0,2
rot_2026_09_13_234719_egon_grey_worm_victory_field__party_01__row_011,rot_2026_09_13_234719_egon_grey_worm_victory_field,2026-09-13T23:47:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qarthene Veteran Archer,4,Qarthene Veteran Archer [T4],qartheen_elite_archer,confirmed_id,Ranged,ranged,full,ac5c8411208dd78c4d40e42c11070197f331a810b38870d7ce0a9d9d586b0614,,2,1,0,0,0,0,2
rot_2026_09_13_234719_egon_grey_worm_victory_field__party_01__row_012,rot_2026_09_13_234719_egon_grey_worm_victory_field,2026-09-13T23:47:19-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qartheen Archer,3,Qartheen Archer [T3],qartheen_archer,confirmed_id,Ranged,ranged,full,ac5c8411208dd78c4d40e42c11070197f331a810b38870d7ce0a9d9d586b0614,,0,0,0,0,1,0,1
rot_2026_09_14_164207_egon_meereen_victory_siege__party_01__row_001,rot_2026_09_14_164207_egon_meereen_victory_siege,2026-09-14T16:42:07-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Unsullied,6,Unsullied [T6],unsullied,confirmed_id,Infantry,frontline_infantry,full,333cf2a7056944524a8656a3a384afe0985a66a5f40918078b905a8c09892980,,82,61,0,0,4,0,86
rot_2026_09_14_164207_egon_meereen_victory_siege__party_01__row_002,rot_2026_09_14_164207_egon_meereen_victory_siege,2026-09-14T16:42:07-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Qartheen Enthroned Guardian,6,Qartheen Enthroned Guardian [T6],enthroned_guardian,confirmed_id,Ranged,ranged,full,333cf2a7056944524a8656a3a384afe0985a66a5f40918078b905a8c09892980,,37,31,0,0,1,0,38
rot_2026_09_14_164207_egon_meereen_victory_siege__party_01__row_003,rot_2026_09_14_164207_egon_meereen_victory_siege,2026-09-14T16:42:07-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Dothraki Khal's Guard,6,Dothraki Khal's Guard [T6],,unresolved_provisional_label,,,full,333cf2a7056944524a8656a3a384afe0985a66a5f40918078b905a8c09892980,,52,15,0,0,0,0,52
rot_2026_09_14_164207_egon_meereen_victory_siege__party_01__row_004,rot_2026_09_14_164207_egon_meereen_victory_siege,2026-09-14T16:42:07-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Ghiscari Lockstep Legionnaire,6,Ghiscari Lockstep Legionnaire [T6],ghiscari_unsullied_unbroken,confirmed_id,Infantry,frontline_infantry,full,333cf2a7056944524a8656a3a384afe0985a66a5f40918078b905a8c09892980,,2,4,0,0,0,0,2
rot_2026_09_14_164207_egon_meereen_victory_siege__party_01__row_006,rot_2026_09_14_164207_egon_meereen_victory_siege,2026-09-14T16:42:07-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Qartheen Longbowman,5,Qartheen Longbowman [T5],qartheen_longbowman,confirmed_id,Ranged,ranged,full,333cf2a7056944524a8656a3a384afe0985a66a5f40918078b905a8c09892980,,37,3,0,0,0,0,37
rot_2026_09_14_164207_egon_meereen_victory_siege__party_02__row_001,rot_2026_09_14_164207_egon_meereen_victory_siege,2026-09-14T16:42:07-03:00,realm_of_thrones,unknown,siege_attack,completed,Wendello Qar Deeth's Party,allied_party,Qartheen Soldier,3,Qartheen Soldier [T3],qartheen_warrior,confirmed_id,Infantry,frontline_infantry,full,333cf2a7056944524a8656a3a384afe0985a66a5f40918078b905a8c09892980,,34,15,10,1,2,0,37
rot_2026_09_14_164207_egon_meereen_victory_siege__party_02__row_002,rot_2026_09_14_164207_egon_meereen_victory_siege,2026-09-14T16:42:07-03:00,realm_of_thrones,unknown,siege_attack,completed,Wendello Qar Deeth's Party,allied_party,Qartheen Hoplite,4,Qartheen Hoplite [T4],qartheen_hoplite,confirmed_id,Infantry,frontline_infantry,full,333cf2a7056944524a8656a3a384afe0985a66a5f40918078b905a8c09892980,,19,5,4,0,0,0,19
rot_2026_09_14_165135_egon_astapor_victory_siege__party_01__row_001,rot_2026_09_14_165135_egon_astapor_victory_siege,2026-09-14T16:51:35-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Qartheen Enthroned Guardian,6,Qartheen Enthroned Guardian [T6],enthroned_guardian,confirmed_id,Ranged,ranged,full,00d352cf14c9fbd11bae69118cbb303f8d7630cb559e963e8d9797c43692bb14,,37,101,0,0,0,0,37
rot_2026_09_14_165135_egon_astapor_victory_siege__party_01__row_002,rot_2026_09_14_165135_egon_astapor_victory_siege,2026-09-14T16:51:35-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Qartheen Longbowman,5,Qartheen Longbowman [T5],qartheen_longbowman,confirmed_id,Ranged,ranged,full,00d352cf14c9fbd11bae69118cbb303f8d7630cb559e963e8d9797c43692bb14,,101,94,0,0,0,0,101
rot_2026_09_14_165135_egon_astapor_victory_siege__party_01__row_003,rot_2026_09_14_165135_egon_astapor_victory_siege,2026-09-14T16:51:35-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Dothraki Khal's Guard,6,Dothraki Khal's Guard [T6],,unresolved_provisional_label,,,full,00d352cf14c9fbd11bae69118cbb303f8d7630cb559e963e8d9797c43692bb14,,48,62,0,0,0,0,48
rot_2026_09_14_165135_egon_astapor_victory_siege__party_01__row_004,rot_2026_09_14_165135_egon_astapor_victory_siege,2026-09-14T16:51:35-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Unsullied,6,Unsullied [T6],unsullied,confirmed_id,Infantry,frontline_infantry,full,00d352cf14c9fbd11bae69118cbb303f8d7630cb559e963e8d9797c43692bb14,,81,56,0,0,2,0,83
rot_2026_09_14_165135_egon_astapor_victory_siege__party_01__row_005,rot_2026_09_14_165135_egon_astapor_victory_siege,2026-09-14T16:51:35-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Dothraki Barbarian,5,Dothraki Barbarian [T5],,unresolved_provisional_label,,,full,00d352cf14c9fbd11bae69118cbb303f8d7630cb559e963e8d9797c43692bb14,,30,21,0,0,0,0,30
rot_2026_09_14_165135_egon_astapor_victory_siege__party_01__row_006,rot_2026_09_14_165135_egon_astapor_victory_siege,2026-09-14T16:51:35-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Dothraki Bowlord,5,Dothraki Bowlord [T5],,unresolved_provisional_label,,,full,00d352cf14c9fbd11bae69118cbb303f8d7630cb559e963e8d9797c43692bb14,,4,6,0,0,0,0,4
rot_2026_09_14_165135_egon_astapor_victory_siege__party_01__row_009,rot_2026_09_14_165135_egon_astapor_victory_siege,2026-09-14T16:51:35-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Dothraki Savage,4,Dothraki Savage [T4],,unresolved_provisional_label,,,full,00d352cf14c9fbd11bae69118cbb303f8d7630cb559e963e8d9797c43692bb14,,5,2,1,0,1,0,6
rot_2026_09_14_165135_egon_astapor_victory_siege__party_01__row_010,rot_2026_09_14_165135_egon_astapor_victory_siege,2026-09-14T16:51:35-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Dothraki Horse Archer,4,Dothraki Horse Archer [T4],,unresolved_provisional_label,,,full,00d352cf14c9fbd11bae69118cbb303f8d7630cb559e963e8d9797c43692bb14,,1,2,1,0,0,0,1
rot_2026_09_14_165135_egon_astapor_victory_siege__party_01__row_012,rot_2026_09_14_165135_egon_astapor_victory_siege,2026-09-14T16:51:35-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Dothraki Warrior,3,Dothraki Warrior [T3],,unresolved_provisional_label,,,full,00d352cf14c9fbd11bae69118cbb303f8d7630cb559e963e8d9797c43692bb14,,1,1,1,0,0,0,1
rot_2026_09_14_165135_egon_astapor_victory_siege__party_01__row_013,rot_2026_09_14_165135_egon_astapor_victory_siege,2026-09-14T16:51:35-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Qarthene Veteran Archer,4,Qarthene Veteran Archer [T4],qartheen_elite_archer,confirmed_id,Ranged,ranged,full,00d352cf14c9fbd11bae69118cbb303f8d7630cb559e963e8d9797c43692bb14,,1,1,0,0,0,0,1
rot_2026_09_14_165135_egon_astapor_victory_siege__party_01__row_014,rot_2026_09_14_165135_egon_astapor_victory_siege,2026-09-14T16:51:35-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Qartheen Elite Hoplite,5,Qartheen Elite Hoplite [T5],qartheen_elite_hoplite,confirmed_id,Infantry,frontline_infantry,full,00d352cf14c9fbd11bae69118cbb303f8d7630cb559e963e8d9797c43692bb14,,9,1,0,1,0,0,10
rot_2026_09_14_205747_egon_bortu_victory_field__party_01__row_001,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qartheen Enthroned Guardian,6,Qartheen Enthroned Guardian [T6],enthroned_guardian,confirmed_id,Ranged,ranged,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,68,388,0,0,0,0,68
rot_2026_09_14_205747_egon_bortu_victory_field__party_01__row_002,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Unsullied,6,Unsullied [T6],unsullied,confirmed_id,Infantry,frontline_infantry,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,16,156,0,15,59,0,90
rot_2026_09_14_205747_egon_bortu_victory_field__party_01__row_003,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Dothraki Khal's Guard,6,Dothraki Khal's Guard [T6],,unresolved_provisional_label,,,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,28,74,0,2,18,0,48
rot_2026_09_14_205747_egon_bortu_victory_field__party_01__row_004,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Ghiscari Soldier,4,Ghiscari Soldier [T4],ghiscari_soldier,confirmed_id,Infantry,frontline_infantry,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,15,19,0,1,1,0,17
rot_2026_09_14_205747_egon_bortu_victory_field__party_01__row_006,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qartheen Pureborn Warrior,4,Qartheen Pureborn Warrior [T4],qartheen_pureborn_warrior,confirmed_id,Infantry,frontline_infantry,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,4,6,3,1,3,0,8
