track,game_version,cohort,context,participant_scope,result_scope,efficiency_rank,impact_rank,display_name,troop_name,tier,canonical_troop_id,identity_status,canonical_default_group,canonical_role,evidence_grade,reliable_role_population,role_adjusted_rank_status,independent_battles,complete_numeric_battles,ordinary_occurrences,complete_numeric_occurrences,deployed,survivors,kills,deaths,wounded,routed,known_deployed_from_complete_occurrences,known_kills,kills_per_deployed,ci95_low,ci95_high,verified_player_side_total_kills,kill_total_coverage_battles,kill_total_coverage_complete,player_side_kill_share,share_adjusted_impact,verified_player_side_total_deployed,deployment_total_coverage_battles,deployment_total_coverage_complete,player_side_deployment_share,offensive_contribution_ratio,offensive_share_gap,retention_rate,death_rate,casualty_rate,final_victory_battles,outside_stage_success_battles,active_censored_battles,numeric_display_gate_passed,identity_gate_passed,reliability_status,more_battles_needed,more_deployed_needed,missing_numeric_fields
realm_of_thrones,unknown,Egon Emeros' Party,siege_attack,player_party,completed,,,Qohorik Elite Archer [T5],Qohorik Elite Archer,5,qohorik_elite_archer,confirmed_id,Ranged,ranged,exploratory,2,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,3,3,2,0,0,0,3,2,,,,376,1,true,,,341,1,true,,,,,,,0,1,0,false,true,insufficient_battles,4,17,
realm_of_thrones,unknown,Jaime Lannister's Party,field,allied_party,completed,,,Dothraki Archer [T4],Dothraki Archer,4,,unresolved_provisional_label,,,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,3,3,7,0,0,0,3,7,,,,919,1,true,,,548,1,true,,,,,,,1,0,0,false,false,insufficient_battles,4,17,
realm_of_thrones,unknown,Jaime Lannister's Party,field,allied_party,completed,,,Dothraki Barbarian [T5],Dothraki Barbarian,5,,unresolved_provisional_label,,,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,2,0,4,1,1,0,2,4,,,,919,1,true,,,548,1,true,,,,,,,1,0,0,false,false,insufficient_battles,4,18,
realm_of_thrones,unknown,Jaime Lannister's Party,field,allied_party,completed,,,Dothraki Bowlord [T5],Dothraki Bowlord,5,,unresolved_provisional_label,,,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,4,4,8,0,0,0,4,8,,,,919,1,true,,,548,1,true,,,,,,,1,0,0,false,false,insufficient_battles,4,16,
realm_of_thrones,unknown,Jaime Lannister's Party,field,allied_party,completed,,,Ghiscari Archer [T3],Ghiscari Archer,3,ghiscari_archer,confirmed_id,Ranged,ranged,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,8,6,7,0,2,0,8,7,,,,919,1,true,,,548,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,12,
realm_of_thrones,unknown,Jaime Lannister's Party,field,allied_party,completed,,,Ghiscari Footman [T2],Ghiscari Footman,2,ghiscari_footman,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,6,2,4,4,0,0,6,4,,,,919,1,true,,,548,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,14,
realm_of_thrones,unknown,Jaime Lannister's Party,field,allied_party,completed,,,Ghiscari Recruit [T1],Ghiscari Recruit,1,ghiscari_recruit,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,6,3,4,0,3,0,6,4,,,,919,1,true,,,548,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,14,
realm_of_thrones,unknown,Jaime Lannister's Party,field,allied_party,completed,,,Ghiscari Soldier [T4],Ghiscari Soldier,4,ghiscari_soldier,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,2,0,5,0,2,0,2,5,,,,919,1,true,,,548,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,18,
realm_of_thrones,unknown,Jaime Lannister's Party,field,allied_party,completed,,,Qartheen Archer [T3],Qartheen Archer,3,qartheen_archer,confirmed_id,Ranged,ranged,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,18,14,21,1,3,0,18,21,,,,919,1,true,,,548,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,2,
realm_of_thrones,unknown,Jaime Lannister's Party,field,allied_party,completed,,,Qartheen Elite Hoplite [T5],Qartheen Elite Hoplite,5,qartheen_elite_hoplite,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,23,1,18,4,18,0,23,18,,,,919,1,true,,,548,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,0,
realm_of_thrones,unknown,Jaime Lannister's Party,field,allied_party,completed,,,Qartheen Footman [T2],Qartheen Footman,2,qartheen_footman,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,17,10,10,1,6,0,17,10,,,,919,1,true,,,548,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,3,
realm_of_thrones,unknown,Jaime Lannister's Party,field,allied_party,completed,,,Qartheen Hoplite [T4],Qartheen Hoplite,4,qartheen_hoplite,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,8,0,10,0,8,0,8,10,,,,919,1,true,,,548,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,12,
realm_of_thrones,unknown,Jaime Lannister's Party,field,allied_party,completed,,,Qartheen Pureborn Warrior [T4],Qartheen Pureborn Warrior,4,qartheen_pureborn_warrior,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,2,1,8,0,1,0,2,8,,,,919,1,true,,,548,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,18,
realm_of_thrones,unknown,Jaime Lannister's Party,field,allied_party,completed,,,Qartheen Pureborn Youth [T2],Qartheen Pureborn Youth,2,qartheen_noble_recruit,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,5,3,4,0,2,0,5,4,,,,919,1,true,,,548,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,15,
realm_of_thrones,unknown,Jaime Lannister's Party,field,allied_party,completed,,,Qartheen Recruit [T1],Qartheen Recruit,1,qartheen_recruit,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,16,10,10,2,4,0,16,10,,,,919,1,true,,,548,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,4,
realm_of_thrones,unknown,Jaime Lannister's Party,field,allied_party,completed,,,Qartheen Soldier [T3],Qartheen Soldier,3,qartheen_warrior,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,11,0,13,1,10,0,11,13,,,,919,1,true,,,548,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,9,
realm_of_thrones,unknown,Jaime Lannister's Party,field,allied_party,completed,,,Qarthene Veteran Archer [T4],Qarthene Veteran Archer,4,qartheen_elite_archer,confirmed_id,Ranged,ranged,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,6,6,15,0,0,0,6,15,,,,919,1,true,,,548,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,14,
realm_of_thrones,unknown,Jaime Lannister's Party,field,allied_party,completed,,,Unsullied [T6],Unsullied,6,unsullied,confirmed_id,Infantry,frontline_infantry,exploratory_incomplete_numeric,0,not_published_current_methodology_keeps_offense_and_defense_independent,2,1,2,1,,39,90,,,,36,90,,,,1536,2,true,,,1126,2,true,,,,,,,2,0,0,false,true,insufficient_missing_numeric_values,3,,deaths|routed|upgrade_ready|wounded
realm_of_thrones,unknown,Rhoella Qar Deeth's Party,siege_attack,allied_party,completed,,,Qartheen Pureborn Champion [T5],Qartheen Pureborn Champion,5,qartheen_champion,confirmed_id,Ranged,ranged,exploratory_incomplete_numeric,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,0,1,0,,2,6,,,,0,6,,,,648,1,true,,,583,1,true,,,,,,,0,1,0,false,true,insufficient_missing_numeric_values,4,,deaths|routed|wounded
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,active_censored,,,Baratheon Hammerknight [T6],Baratheon Hammerknight,6,baratheon_pikeknight,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,6,6,4,0,0,0,6,4,,,,190,1,true,,,193,1,true,,,,,,,0,0,1,false,true,insufficient_battles,4,14,
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,active_censored,,,Blackwood Archer [T4],Blackwood Archer,4,blackwood_archer,confirmed_id,Ranged,ranged,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,2,2,1,0,0,0,2,1,,,,190,1,true,,,193,1,true,,,,,,,0,0,1,false,true,insufficient_battles,4,18,
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,active_censored,,,Blackwood Longbowman [T5],Blackwood Longbowman,5,blackwood_longbowman,confirmed_id,Ranged,ranged,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,4,4,1,0,0,0,4,1,,,,190,1,true,,,193,1,true,,,,,,,0,0,1,false,true,insufficient_battles,4,16,
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,active_censored,,,Bracken House Guard [T5],Bracken House Guard,5,bracken_houseguard,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,2,1,0,0,1,0,2,0,,,,190,1,true,,,193,1,true,,,,,,,0,0,1,false,true,insufficient_battles,4,18,
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,active_censored,,,Celtigar Banneret [T6],Celtigar Banneret,6,celtigar_banneret,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,34,33,27,0,1,0,34,27,,,,190,1,true,,,193,1,true,,,,,,,0,0,1,false,true,insufficient_battles,4,0,
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,active_censored,,,Frey Assassin [T6],Frey Assassin,6,frey_assassin,confirmed_id,Ranged,ranged,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,88,88,111,0,0,0,88,111,,,,190,1,true,,,193,1,true,,,,,,,0,0,1,false,true,insufficient_battles,4,0,
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,active_censored,,,Mountain's Man [T6],Mountain's Man,6,mountains_man,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,5,5,1,0,0,0,5,1,,,,190,1,true,,,193,1,true,,,,,,,0,0,1,false,true,insufficient_battles,4,15,
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,active_censored,,,Queen's Man [T6],Queen's Man,6,dragonstone_steel_curtain,confirmed_id,Cavalry,melee_cavalry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,18,18,12,0,0,0,18,12,,,,190,1,true,,,193,1,true,,,,,,,0,0,1,false,true,insufficient_battles,4,2,
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,active_censored,,,Velaryon Renegade [T5],Velaryon Renegade,5,velaryon_renegade,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,1,1,0,0,0,0,1,0,,,,190,1,true,,,193,1,true,,,,,,,0,0,1,false,true,insufficient_battles,4,19,
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,active_censored,,,Velaryon Sea Guard [T6],Velaryon Sea Guard,6,velaryon_sea_guard,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,28,25,25,1,2,0,28,25,,,,190,1,true,,,193,1,true,,,,,,,0,0,1,false,true,insufficient_battles,4,0,
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,completed,,,Baratheon Hammerknight [T6],Baratheon Hammerknight,6,baratheon_pikeknight,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,6,0,7,1,5,0,6,7,,,,406,1,true,,,187,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,14,
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,completed,,,Blackwood Archer [T4],Blackwood Archer,4,blackwood_archer,confirmed_id,Ranged,ranged,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,2,0,1,0,2,0,2,1,,,,406,1,true,,,187,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,18,
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,completed,,,Blackwood Longbowman [T5],Blackwood Longbowman,5,blackwood_longbowman,confirmed_id,Ranged,ranged,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,4,0,9,0,4,0,4,9,,,,406,1,true,,,187,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,16,
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,completed,,,Bracken House Guard [T5],Bracken House Guard,5,bracken_houseguard,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,1,0,0,0,1,0,1,0,,,,406,1,true,,,187,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,19,
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,completed,,,Celtigar Banneret [T6],Celtigar Banneret,6,celtigar_banneret,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,33,0,76,8,25,0,33,76,,,,406,1,true,,,187,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,0,
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,completed,,,Frey Assassin [T6],Frey Assassin,6,frey_assassin,confirmed_id,Ranged,ranged,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,88,34,231,13,41,0,88,231,,,,406,1,true,,,187,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,0,
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,completed,,,Mountain's Man [T6],Mountain's Man,6,mountains_man,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,5,0,1,1,4,0,5,1,,,,406,1,true,,,187,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,15,
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,completed,,,Queen's Man [T6],Queen's Man,6,dragonstone_steel_curtain,confirmed_id,Cavalry,melee_cavalry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,18,0,24,2,16,0,18,24,,,,406,1,true,,,187,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,2,
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,completed,,,Velaryon Renegade [T5],Velaryon Renegade,5,velaryon_renegade,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,1,0,0,1,0,0,1,0,,,,406,1,true,,,187,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,19,
realm_of_thrones,unknown,Walder Frey's Party,field,player_party,completed,,,Velaryon Sea Guard [T6],Velaryon Sea Guard,6,velaryon_sea_guard,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,25,0,38,6,19,0,25,38,,,,406,1,true,,,187,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,0,
realm_of_thrones,unknown,Wendello Qar Deeth's Party,siege_attack,allied_party,completed,,,Qartheen Hoplite [T4],Qartheen Hoplite,4,qartheen_hoplite,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,19,19,5,0,0,0,19,5,,,,280,1,true,,,750,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,1,
realm_of_thrones,unknown,Wendello Qar Deeth's Party,siege_attack,allied_party,completed,,,Qartheen Soldier [T3],Qartheen Soldier,3,qartheen_warrior,confirmed_id,Infantry,frontline_infantry,exploratory,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,37,34,15,1,2,0,37,15,,,,280,1,true,,,750,1,true,,,,,,,1,0,0,false,true,insufficient_battles,4,0,
